querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
nanopore_D01-NF-R1_6.fa,nanopore_D07-NF-R1_maxbin.032.fa,1301104,46693,0.66041327,0.31165907,0.96411276,1970136,4174767,0.6604132912651716,140
nanopore_D02-NF-R2_bin.31.fa,infinity_D01-NF-R1_bin.41.fa,1462434,56922,0.46362436,0.7231896,0.9610772,3154351,2022200,0.7231895954900603,140
nanopore_D02-NF-R2_bin.31.fa,infinity_D02-NF-R2_bin.194.fa,1425658,29631,0.70584434,0.70500344,0.9792159,2019791,2022200,0.7058443175556283,140
nanopore_D02-NF-R2_bin.31.fa,nanopore_D01-NF-R1_6.fa,1486227,61030,0.3560024,0.7349555,0.9589363,4174767,2022200,0.7349554940164178,140
nanopore_D02-NF-R2_bin.31.fa,nanopore_D02-NF-R2_bin.31.fa,2022149,0,0.9999748,0.9999748,1.0,2022200,2022200,0.9999747799426367,140
nanopore_D02-NF-R2_bin.31.fa,nanopore_D04-NF-R1_bin.166.fa,745492,66962,0.45565632,0.36865395,0.91017747,1636084,2022200,0.45565631104515414,140
nanopore_D02-NF-R2_bin.31.fa,nanopore_D07-NF-R1_maxbin.032.fa,962461,38751,0.48852515,0.47594747,0.9597376,1970136,2022200,0.4885251576540909,140
nanopore_D04-NF-R1_bin.166.fa,infinity_D01-NF-R1_bin.41.fa,923806,82352,0.2928672,0.5646446,0.91085577,3154351,1636084,0.5646446025998665,140
nanopore_D04-NF-R1_bin.166.fa,infinity_D02-NF-R2_bin.194.fa,888606,79814,0.43994948,0.5431298,0.9101807,2019791,1636084,0.5431298148505822,140
nanopore_D04-NF-R1_bin.166.fa,nanopore_D01-NF-R1_6.fa,897625,80820,0.215012,0.5486424,0.9099624,4174767,1636084,0.5486423679957753,140
nanopore_D04-NF-R1_bin.166.fa,nanopore_D02-NF-R2_bin.31.fa,743239,66466,0.3675398,0.45427924,0.9105725,2022200,1636084,0.45427924238608774,140
nanopore_D04-NF-R1_bin.166.fa,nanopore_D04-NF-R1_bin.166.fa,1636016,0,0.99995846,0.99995846,1.0,1636084,1636084,0.999958437341848,140
nanopore_D04-NF-R1_bin.166.fa,nanopore_D07-NF-R1_maxbin.032.fa,699970,65038,0.3552902,0.42783254,0.9070846,1970136,1636084,0.4278325562746167,140
nanopore_D07-NF-R1_maxbin.032.fa,infinity_D01-NF-R1_bin.41.fa,1329963,45537,0.4216281,0.6750615,0.9657607,3154351,1970136,0.6750615185956705,140
nanopore_D07-NF-R1_maxbin.032.fa,infinity_D02-NF-R2_bin.194.fa,1219417,36159,0.60373425,0.61895066,0.9703473,2019791,1970136,0.618950671425729,140
nanopore_D07-NF-R1_maxbin.032.fa,nanopore_D01-NF-R1_6.fa,1303365,46955,0.31220067,0.66156095,0.963974,4174767,1970136,0.6615609277735142,140
nanopore_D07-NF-R1_maxbin.032.fa,nanopore_D02-NF-R2_bin.31.fa,961386,38326,0.4754159,0.4879795,0.9601346,2022200,1970136,0.48797951004397666,140
nanopore_D07-NF-R1_maxbin.032.fa,nanopore_D04-NF-R1_bin.166.fa,702093,65154,0.42913017,0.3563678,0.90720034,1636084,1970136,0.4291301669107454,140
nanopore_D07-NF-R1_maxbin.032.fa,nanopore_D07-NF-R1_maxbin.032.fa,1969954,0,0.9999076,0.9999076,1.0,1970136,1970136,0.9999076205906597,140
infinity_D01-NF-R1_bin.49.fa,infinity_D01-NF-R1_bin.49.fa,2274622,0,0.9999947,0.9999947,1.0,2274634,2274634,0.9999947244259956,351
infinity_D01-NF-R1_bin.49.fa,infinity_D02-NF-R2_bin.198.fa,809673,82679,0.4246015,0.35595748,0.8978859,1906901,2274634,0.4246014869151571,351
infinity_D01-NF-R1_bin.49.fa,infinity_D03-NF-R1_bin.218.fa,1896758,21937,0.5832074,0.8338739,0.9884345,3252287,2274634,0.8338739331250654,351
infinity_D01-NF-R1_bin.49.fa,infinity_D04-NF-R1_maxbin.065_sub.fa,1187086,79348,0.39526975,0.52188003,0.9331573,3003230,2274634,0.5218800035522199,351
infinity_D01-NF-R1_bin.49.fa,infinity_D05-NF-R1_bin.159.fa,1831943,39523,0.55110997,0.8053792,0.9784256,3324097,2274634,0.8053792390336204,351
infinity_D01-NF-R1_bin.49.fa,infinity_D06-NF-R1_5_sub.fa,1969240,20933,0.6923955,0.8657393,0.98937,2844097,2274634,0.8657392793741763,351
infinity_D01-NF-R1_bin.49.fa,infinity_D07-NF-R1_89.fa,1938463,34164,0.562746,0.85220873,0.98237574,3444650,2274634,0.8522087509463061,351
infinity_D01-NF-R1_bin.49.fa,infinity_D08-NF-R1_bin.64.fa,1099796,107339,0.35979542,0.4835046,0.902401,3056726,2274634,0.4835045989816384,351
infinity_D01-NF-R1_bin.49.fa,infinity_D09-NF-R1_38.fa,2057208,21614,0.63250834,0.90441275,0.98949355,3252460,2274634,0.9044127538760082,351
infinity_D01-NF-R1_bin.49.fa,infinity_D10-NF-R1_30_sub.fa,1500384,52702,0.3396089,0.6596156,0.9648743,4417976,2274634,0.659615568922297,351
infinity_D01-NF-R1_bin.49.fa,infinity_D10-NF-R1_maxbin.026_sub.fa,883481,21563,0.59930253,0.38840577,0.97559315,1474182,2274634,0.5993025284530675,351
infinity_D01-NF-R1_bin.49.fa,nanopore_D01-NF-R1_bin.128.fa,1751983,13154,0.57900023,0.77022636,0.99249196,3025876,2274634,0.7702263309174135,351
infinity_D01-NF-R1_bin.49.fa,nanopore_D02-NF-R2_46_sub.fa,762579,84032,0.43657845,0.3352535,0.8898055,1746717,2274634,0.4365784497431467,351
infinity_D01-NF-R1_bin.49.fa,nanopore_D04-NF-R1_79_sub.fa,1362400,16022,0.40026805,0.5989535,0.9882399,3403719,2274634,0.5989535019699873,351
infinity_D01-NF-R1_bin.49.fa,nanopore_D04-NF-R1_bin.307.fa,1576777,99560,0.3828028,0.6932003,0.93685853,4119032,2274634,0.693200312665686,351
infinity_D01-NF-R1_bin.49.fa,nanopore_D05-NF-R1_89_sub.fa,1682896,56145,0.32120523,0.73985356,0.96663785,5239317,2274634,0.7398535324803902,351
infinity_D01-NF-R1_bin.49.fa,nanopore_D06-NF-R1_58_sub.fa,2000909,21287,0.58519286,0.879662,0.98936135,3419230,2274634,0.8796619588030427,351
infinity_D01-NF-R1_bin.49.fa,nanopore_D07-NF-R1_8.fa,1953320,34336,0.53523916,0.8587403,0.9824217,3649434,2274634,0.8587403511949615,351
infinity_D01-NF-R1_bin.49.fa,nanopore_D08-NF-R1_bin.75.fa,1979668,21353,0.6466148,0.8703238,0.9892138,3061588,2274634,0.8703237531840288,351
infinity_D01-NF-R1_bin.49.fa,nanopore_D08-NF-R1_maxbin.022_sub.fa,1209121,132491,0.27984098,0.5315673,0.8904237,4320743,2274634,0.5315672763178604,351
infinity_D01-NF-R1_bin.49.fa,nanopore_D10-NF-R1_29_sub.fa,651946,21908,0.5161186,0.2866158,0.966396,1263171,2274634,0.5161185619365866,351
infinity_D01-NF-R1_bin.49.fa,nanopore_D10-NF-R1_bin.46.fa,1103942,22396,0.45148343,0.4853273,0.9797127,2445144,2274634,0.48532730980017,351
infinity_D02-NF-R2_bin.198.fa,infinity_D01-NF-R1_bin.49.fa,808413,82700,0.35540354,0.42394072,0.8977008,2274634,1906901,0.4239407289628565,351
infinity_D02-NF-R2_bin.198.fa,infinity_D02-NF-R2_bin.198.fa,1906890,0,0.9999942,0.9999942,1.0,1906901,1906901,0.9999942314781942,351
infinity_D02-NF-R2_bin.198.fa,infinity_D03-NF-R1_bin.218.fa,971224,92386,0.298628,0.5093206,0.9048767,3252287,1906901,0.5093206202104881,351
infinity_D02-NF-R2_bin.198.fa,infinity_D04-NF-R1_maxbin.065_sub.fa,1088245,40771,0.36235818,0.5706877,0.9625351,3003230,1906901,0.5706877284137981,351
infinity_D02-NF-R2_bin.198.fa,infinity_D05-NF-R1_bin.159.fa,1255359,47998,0.37765414,0.6583242,0.9617655,3324097,1906901,0.6583241605096437,351
infinity_D02-NF-R2_bin.198.fa,infinity_D06-NF-R1_5_sub.fa,883980,88127,0.31081218,0.4635689,0.9003066,2844097,1906901,0.46356890053547617,351
infinity_D02-NF-R2_bin.198.fa,infinity_D07-NF-R1_89.fa,949367,99151,0.27560624,0.49785855,0.8955609,3444650,1906901,0.49785856738236545,351
infinity_D02-NF-R2_bin.198.fa,infinity_D08-NF-R1_bin.64.fa,1196066,15380,0.3912899,0.6272302,0.9871412,3056726,1906901,0.6272302547431671,351
infinity_D02-NF-R2_bin.198.fa,infinity_D09-NF-R1_38.fa,971167,99954,0.2985946,0.50929075,0.89707845,3252460,1906901,0.5092907287793126,351
infinity_D02-NF-R2_bin.198.fa,infinity_D10-NF-R1_30_sub.fa,1387109,49924,0.31396934,0.7274153,0.96400857,4417976,1906901,0.7274153194109185,351
infinity_D02-NF-R2_bin.198.fa,infinity_D10-NF-R1_maxbin.026_sub.fa,430272,26839,0.2918717,0.2256394,0.9376232,1474182,1906901,0.2918716956250992,351
infinity_D02-NF-R2_bin.198.fa,nanopore_D01-NF-R1_bin.128.fa,869216,83665,0.28726095,0.4558265,0.9037466,3025876,1906901,0.4558264954499473,351
infinity_D02-NF-R2_bin.198.fa,nanopore_D02-NF-R2_46_sub.fa,1071546,2072,0.61346287,0.5619306,0.99806637,1746717,1906901,0.6134628563184534,351
infinity_D02-NF-R2_bin.198.fa,nanopore_D04-NF-R1_79_sub.fa,597769,59563,0.17562231,0.31347668,0.90035784,3403719,1906901,0.31347668284824437,351
infinity_D02-NF-R2_bin.198.fa,nanopore_D04-NF-R1_bin.307.fa,1525020,33879,0.37023747,0.7997374,0.9777846,4119032,1906901,0.7997373749345141,351
infinity_D02-NF-R2_bin.198.fa,nanopore_D05-NF-R1_89_sub.fa,1599771,38886,0.3053396,0.83893764,0.97569275,5239317,1906901,0.8389376270713582,351
infinity_D02-NF-R2_bin.198.fa,nanopore_D06-NF-R1_58_sub.fa,954903,100464,0.27927428,0.5007617,0.8947914,3419230,1906901,0.5007617070839021,351
infinity_D02-NF-R2_bin.198.fa,nanopore_D07-NF-R1_8.fa,970939,99922,0.26605195,0.5091712,0.8970873,3649434,1906901,0.5091711630546106,351
infinity_D02-NF-R2_bin.198.fa,nanopore_D08-NF-R1_bin.75.fa,914057,94183,0.2985565,0.47934163,0.89696157,3061588,1906901,0.4793416123857505,351
infinity_D02-NF-R2_bin.198.fa,nanopore_D08-NF-R1_maxbin.022_sub.fa,1643157,16609,0.380295,0.86168975,0.989892,4320743,1906901,0.8616897258955761,351
infinity_D02-NF-R2_bin.198.fa,nanopore_D10-NF-R1_29_sub.fa,527185,21984,0.41735047,0.27646166,0.9582993,1263171,1906901,0.417350461655627,351
infinity_D02-NF-R2_bin.198.fa,nanopore_D10-NF-R1_bin.46.fa,789208,38263,0.32276544,0.4138694,0.9515172,2445144,1906901,0.4138694143010046,351
infinity_D03-NF-R1_bin.218.fa,infinity_D01-NF-R1_bin.49.fa,1888482,21664,0.83023554,0.5806628,0.9885284,2274634,3252287,0.8302355455866746,351
infinity_D03-NF-R1_bin.218.fa,infinity_D02-NF-R2_bin.198.fa,966148,91784,0.50665873,0.29706725,0.9050001,1906901,3252287,0.5066587096026485,351
infinity_D03-NF-R1_bin.218.fa,infinity_D03-NF-R1_bin.218.fa,3252258,0,0.99999106,0.99999106,1.0,3252287,3252287,0.9999910831977621,351
infinity_D03-NF-R1_bin.218.fa,infinity_D04-NF-R1_maxbin.065_sub.fa,1418571,87438,0.47234845,0.43617645,0.93836194,3003230,3252287,0.47234843818155786,351
infinity_D03-NF-R1_bin.218.fa,infinity_D05-NF-R1_bin.159.fa,2090308,49572,0.62883484,0.6427194,0.97628486,3324097,3252287,0.6427194155989309,351
infinity_D03-NF-R1_bin.218.fa,infinity_D06-NF-R1_5_sub.fa,2335811,24986,0.8212839,0.7182057,0.98930305,2844097,3252287,0.8212838732293589,351
infinity_D03-NF-R1_bin.218.fa,infinity_D07-NF-R1_89.fa,2628129,42223,0.76295966,0.80808645,0.9839342,3444650,3252287,0.8080864327164239,351
infinity_D03-NF-R1_bin.218.fa,infinity_D08-NF-R1_bin.64.fa,1411377,128972,0.46172833,0.43396446,0.90861976,3056726,3252287,0.46172833286333154,351
infinity_D03-NF-R1_bin.218.fa,infinity_D09-NF-R1_38.fa,2698944,26194,0.8298162,0.8298603,0.9902947,3252460,3252287,0.8298603413536382,351
infinity_D03-NF-R1_bin.218.fa,infinity_D10-NF-R1_30_sub.fa,2328167,51878,0.5269759,0.71585536,0.9777172,4417976,3252287,0.7158553350303956,351
infinity_D03-NF-R1_bin.218.fa,infinity_D10-NF-R1_maxbin.026_sub.fa,977655,20934,0.66318476,0.3006054,0.97858757,1474182,3252287,0.6631847356703582,351
infinity_D03-NF-R1_bin.218.fa,nanopore_D01-NF-R1_bin.128.fa,2372060,33775,0.78392506,0.7293514,0.98576134,3025876,3252287,0.7839250517866562,351
infinity_D03-NF-R1_bin.218.fa,nanopore_D02-NF-R2_46_sub.fa,936137,96395,0.5359408,0.2878396,0.897029,1746717,3252287,0.5359408536128062,351
infinity_D03-NF-R1_bin.218.fa,nanopore_D04-NF-R1_79_sub.fa,1952213,22373,0.5735529,0.6002585,0.9885397,3403719,3252287,0.6002585257697122,351
infinity_D03-NF-R1_bin.218.fa,nanopore_D04-NF-R1_bin.307.fa,2034866,144366,0.49401557,0.62567234,0.9290538,4119032,3252287,0.6256723345756386,351
infinity_D03-NF-R1_bin.218.fa,nanopore_D05-NF-R1_89_sub.fa,2412915,67190,0.46054,0.7419133,0.972154,5239317,3252287,0.7419133059290278,351
infinity_D03-NF-R1_bin.218.fa,nanopore_D06-NF-R1_58_sub.fa,2622594,27208,0.767013,0.80638456,0.9896255,3419230,3252287,0.8063845533927356,351
infinity_D03-NF-R1_bin.218.fa,nanopore_D07-NF-R1_8.fa,2637648,41921,0.7227554,0.8110133,0.98410666,3649434,3252287,0.8110132961820405,351
infinity_D03-NF-R1_bin.218.fa,nanopore_D08-NF-R1_bin.75.fa,2535488,26753,0.82816106,0.7796016,0.9894486,3061588,3252287,0.8281610719665742,351
infinity_D03-NF-R1_bin.218.fa,nanopore_D08-NF-R1_maxbin.022_sub.fa,1671836,171663,0.38693252,0.51404935,0.8973207,4320743,3252287,0.514049344353681,351
infinity_D03-NF-R1_bin.218.fa,nanopore_D10-NF-R1_29_sub.fa,743932,20622,0.5889401,0.22874118,0.9722797,1263171,3252287,0.5889400564135814,351
infinity_D03-NF-R1_bin.218.fa,nanopore_D10-NF-R1_bin.46.fa,1610477,27712,0.658643,0.49518293,0.9827927,2445144,3252287,0.6586430083463387,351
infinity_D04-NF-R1_maxbin.065_sub.fa,infinity_D01-NF-R1_bin.49.fa,1185506,79389,0.5211854,0.39474365,0.93303365,2274634,3003230,0.5211853863083028,351
infinity_D04-NF-R1_maxbin.065_sub.fa,infinity_D02-NF-R2_bin.198.fa,1086657,40689,0.569855,0.36182943,0.9625558,1906901,3003230,0.56985496362947,351
infinity_D04-NF-R1_maxbin.065_sub.fa,infinity_D03-NF-R1_bin.218.fa,1419094,87676,0.43633726,0.4725226,0.9382169,3252287,3003230,0.4725225840178741,351
infinity_D04-NF-R1_maxbin.065_sub.fa,infinity_D04-NF-R1_maxbin.065_sub.fa,3003156,0,0.9999754,0.9999754,1.0,3003230,3003230,0.999975359862548,351
infinity_D04-NF-R1_maxbin.065_sub.fa,infinity_D05-NF-R1_bin.159.fa,1499960,70107,0.45123833,0.49944893,0.9532608,3324097,3003230,0.4994489266556341,351
infinity_D04-NF-R1_maxbin.065_sub.fa,infinity_D06-NF-R1_5_sub.fa,1394214,91146,0.49021325,0.46423817,0.9346255,2844097,3003230,0.4902132381560826,351
infinity_D04-NF-R1_maxbin.065_sub.fa,infinity_D07-NF-R1_89.fa,1403611,92568,0.40747565,0.46736714,0.9340501,3444650,3003230,0.46736713471828667,351
infinity_D04-NF-R1_maxbin.065_sub.fa,infinity_D08-NF-R1_bin.64.fa,1467164,53779,0.47997892,0.4885287,0.96334493,3056726,3003230,0.4885286841167676,351
infinity_D04-NF-R1_maxbin.065_sub.fa,infinity_D09-NF-R1_38.fa,1432875,88036,0.44055116,0.4771113,0.9385599,3252460,3003230,0.4771113101560653,351
infinity_D04-NF-R1_maxbin.065_sub.fa,infinity_D10-NF-R1_30_sub.fa,1653959,52330,0.3743703,0.5507267,0.9683608,4417976,3003230,0.5507267175674191,351
infinity_D04-NF-R1_maxbin.065_sub.fa,infinity_D10-NF-R1_maxbin.026_sub.fa,629337,38416,0.4269059,0.20955338,0.938958,1474182,3003230,0.4269059044269975,351
infinity_D04-NF-R1_maxbin.065_sub.fa,nanopore_D01-NF-R1_bin.128.fa,1301175,79958,0.43001598,0.43325853,0.9385494,3025876,3003230,0.43325852498809614,351
infinity_D04-NF-R1_maxbin.065_sub.fa,nanopore_D02-NF-R2_46_sub.fa,1114720,43273,0.6381801,0.3711737,0.9611804,1746717,3003230,0.6381800829785249,351
infinity_D04-NF-R1_maxbin.065_sub.fa,nanopore_D04-NF-R1_79_sub.fa,1050571,62199,0.30865386,0.3498137,0.94079506,3403719,3003230,0.349813700582373,351
infinity_D04-NF-R1_maxbin.065_sub.fa,nanopore_D04-NF-R1_bin.307.fa,2104987,30359,0.51103926,0.7009077,0.9855776,4119032,3003230,0.7009076893877592,351
infinity_D04-NF-R1_maxbin.065_sub.fa,nanopore_D05-NF-R1_89_sub.fa,1955575,75940,0.37324998,0.65115726,0.96116745,5239317,3003230,0.6511572540231684,351
infinity_D04-NF-R1_maxbin.065_sub.fa,nanopore_D06-NF-R1_58_sub.fa,1431984,92087,0.41880307,0.47681463,0.9356927,3419230,3003230,0.4768146295821499,351
infinity_D04-NF-R1_maxbin.065_sub.fa,nanopore_D07-NF-R1_8.fa,1426379,93851,0.39084938,0.47494832,0.9342033,3649434,3003230,0.47494830565757534,351
infinity_D04-NF-R1_maxbin.065_sub.fa,nanopore_D08-NF-R1_bin.75.fa,1364727,85427,0.4457579,0.45441973,0.9374036,3061588,3003230,0.4544197414117467,351
infinity_D04-NF-R1_maxbin.065_sub.fa,nanopore_D08-NF-R1_maxbin.022_sub.fa,1648660,66009,0.38156864,0.5489623,0.959962,4320743,3003230,0.5489622839409569,351
infinity_D04-NF-R1_maxbin.065_sub.fa,nanopore_D10-NF-R1_29_sub.fa,515619,26075,0.40819415,0.17168815,0.9494297,1263171,3003230,0.4081941399857976,351
infinity_D04-NF-R1_maxbin.065_sub.fa,nanopore_D10-NF-R1_bin.46.fa,1119661,41423,0.4579121,0.37281892,0.963004,2445144,3003230,0.45791209024908147,351
infinity_D05-NF-R1_bin.159.fa,infinity_D01-NF-R1_bin.49.fa,1821916,38678,0.80097103,0.5480935,0.9787707,2274634,3324097,0.8009710573217493,351
infinity_D05-NF-R1_bin.159.fa,infinity_D02-NF-R2_bin.198.fa,1256734,48114,0.6590452,0.3780678,0.96171504,1906901,3324097,0.6590452257353685,351
infinity_D05-NF-R1_bin.159.fa,infinity_D03-NF-R1_bin.218.fa,2080676,48717,0.6397578,0.6259372,0.976586,3252287,3324097,0.6397578073521801,351
infinity_D05-NF-R1_bin.159.fa,infinity_D04-NF-R1_maxbin.065_sub.fa,1492273,68870,0.49688935,0.44892582,0.9538489,3003230,3324097,0.49688934913409893,351
infinity_D05-NF-R1_bin.159.fa,infinity_D05-NF-R1_bin.159.fa,3324038,0,0.99998224,0.99998224,1.0,3324097,3324097,0.9999822508187938,351
infinity_D05-NF-R1_bin.159.fa,infinity_D06-NF-R1_5_sub.fa,1987021,48604,0.6986474,0.59776264,0.97553927,2844097,3324097,0.698647409001873,351
infinity_D05-NF-R1_bin.159.fa,infinity_D07-NF-R1_89.fa,2006780,62346,0.5825788,0.60370684,0.96893233,3444650,3324097,0.6037068112031628,351
infinity_D05-NF-R1_bin.159.fa,infinity_D08-NF-R1_bin.64.fa,1616577,77193,0.52885896,0.48632064,0.9522491,3056726,3324097,0.5288589817994809,351
infinity_D05-NF-R1_bin.159.fa,infinity_D09-NF-R1_38.fa,2207107,38346,0.6785962,0.6639719,0.98262614,3252460,3324097,0.6785962010293747,351
infinity_D05-NF-R1_bin.159.fa,infinity_D10-NF-R1_30_sub.fa,2220391,50725,0.50258106,0.66796815,0.9771549,4417976,3324097,0.6679681730105951,351
infinity_D05-NF-R1_bin.159.fa,infinity_D10-NF-R1_maxbin.026_sub.fa,854442,31669,0.57960415,0.25704485,0.96293604,1474182,3324097,0.5796041465707762,351
infinity_D05-NF-R1_bin.159.fa,nanopore_D01-NF-R1_bin.128.fa,1866730,51276,0.6169222,0.56157506,0.9725316,3025876,3324097,0.6169221739423558,351
infinity_D05-NF-R1_bin.159.fa,nanopore_D02-NF-R2_46_sub.fa,1065924,51895,0.6102443,0.32066575,0.95131457,1746717,3324097,0.6102442467783848,351
infinity_D05-NF-R1_bin.159.fa,nanopore_D04-NF-R1_79_sub.fa,1441452,36389,0.42349324,0.43363717,0.9747553,3403719,3324097,0.4336371652211112,351
infinity_D05-NF-R1_bin.159.fa,nanopore_D04-NF-R1_bin.307.fa,2256645,100465,0.54785806,0.6788746,0.9554804,4119032,3324097,0.678874593611438,351
infinity_D05-NF-R1_bin.159.fa,nanopore_D05-NF-R1_89_sub.fa,2527836,58850,0.48247433,0.76045793,0.9767192,5239317,3324097,0.7604579529418064,351
infinity_D05-NF-R1_bin.159.fa,nanopore_D06-NF-R1_58_sub.fa,2055250,53011,0.6010856,0.6182882,0.97420704,3419230,3324097,0.6182882148144293,351
infinity_D05-NF-R1_bin.159.fa,nanopore_D07-NF-R1_8.fa,2038625,62316,0.558614,0.61328685,0.96943235,3649434,3324097,0.6132868565508166,351
infinity_D05-NF-R1_bin.159.fa,nanopore_D08-NF-R1_bin.75.fa,2021535,51025,0.6602897,0.6081456,0.9747593,3061588,3324097,0.6602896927999456,351
infinity_D05-NF-R1_bin.159.fa,nanopore_D08-NF-R1_maxbin.022_sub.fa,1842673,93856,0.42647132,0.5543379,0.9490653,4320743,3324097,0.5543379149284753,351
infinity_D05-NF-R1_bin.159.fa,nanopore_D10-NF-R1_29_sub.fa,812520,22632,0.6432383,0.2444333,0.9721459,1263171,3324097,0.6432383264023636,351
infinity_D05-NF-R1_bin.159.fa,nanopore_D10-NF-R1_bin.46.fa,1453049,34868,0.5942591,0.43712592,0.9760036,2445144,3324097,0.5942590702224491,351
infinity_D06-NF-R1_5_sub.fa,infinity_D01-NF-R1_bin.49.fa,1975027,21192,0.86828345,0.69443023,0.98927003,2274634,2844097,0.8682834249378142,351
infinity_D06-NF-R1_5_sub.fa,infinity_D02-NF-R2_bin.198.fa,885879,88243,0.46456477,0.3114799,0.9003893,1906901,2844097,0.46456475716358636,351
infinity_D06-NF-R1_5_sub.fa,infinity_D03-NF-R1_bin.218.fa,2331916,25052,0.71700805,0.81991434,0.9892569,3252287,2844097,0.8199143700091804,351
infinity_D06-NF-R1_5_sub.fa,infinity_D04-NF-R1_maxbin.065_sub.fa,1393375,90885,0.4639588,0.48991823,0.9347735,3003230,2844097,0.4899182411851635,351
infinity_D06-NF-R1_5_sub.fa,infinity_D05-NF-R1_bin.159.fa,2005033,49534,0.60318124,0.70498055,0.9752952,3324097,2844097,0.7049805263322594,351
infinity_D06-NF-R1_5_sub.fa,infinity_D06-NF-R1_5_sub.fa,2844088,0,0.99999684,0.99999684,1.0,2844097,2844097,0.9999968355509675,351
infinity_D06-NF-R1_5_sub.fa,infinity_D07-NF-R1_89.fa,2398023,39838,0.6961587,0.84315795,0.9833872,3444650,2844097,0.8431579513638248,351
infinity_D06-NF-R1_5_sub.fa,infinity_D08-NF-R1_bin.64.fa,1432587,134950,0.46866712,0.5037054,0.9057998,3056726,2844097,0.5037053940143392,351
infinity_D06-NF-R1_5_sub.fa,infinity_D09-NF-R1_38.fa,2450519,27508,0.75343555,0.86161584,0.9887746,3252460,2844097,0.8616158309649776,351
infinity_D06-NF-R1_5_sub.fa,infinity_D10-NF-R1_30_sub.fa,2000919,63849,0.452904,0.703534,0.9680902,4417976,2844097,0.7035340215189566,351
infinity_D06-NF-R1_5_sub.fa,infinity_D10-NF-R1_maxbin.026_sub.fa,941307,23081,0.63852835,0.33096868,0.97547984,1474182,2844097,0.6385283499595029,351
infinity_D06-NF-R1_5_sub.fa,nanopore_D01-NF-R1_bin.128.fa,2175191,30784,0.71886325,0.764809,0.98584765,3025876,2844097,0.7648090061625887,351
infinity_D06-NF-R1_5_sub.fa,nanopore_D02-NF-R2_46_sub.fa,915834,99559,0.5243173,0.32201222,0.89129144,1746717,2844097,0.5243173336035546,351
infinity_D06-NF-R1_5_sub.fa,nanopore_D04-NF-R1_79_sub.fa,1756977,19957,0.51619333,0.6177627,0.98864126,3403719,2844097,0.6177626853092564,351
infinity_D06-NF-R1_5_sub.fa,nanopore_D04-NF-R1_bin.307.fa,1878062,132553,0.45594743,0.66033685,0.92942035,4119032,2844097,0.6603368309871288,351
infinity_D06-NF-R1_5_sub.fa,nanopore_D05-NF-R1_89_sub.fa,2205087,65765,0.420873,0.7753206,0.9701758,5239317,2844097,0.7753206026376738,351
infinity_D06-NF-R1_5_sub.fa,nanopore_D06-NF-R1_58_sub.fa,2804079,2387,0.8200908,0.9859294,0.9991487,3419230,2844097,0.9859294531796912,351
infinity_D06-NF-R1_5_sub.fa,nanopore_D07-NF-R1_8.fa,2413517,40073,0.66134006,0.84860575,0.9833964,3649434,2844097,0.8486057261760059,351
infinity_D06-NF-R1_5_sub.fa,nanopore_D08-NF-R1_bin.75.fa,2432600,23558,0.794555,0.8553154,0.99031574,3061588,2844097,0.8553154129412605,351
infinity_D06-NF-R1_5_sub.fa,nanopore_D08-NF-R1_maxbin.022_sub.fa,1554070,164321,0.35967657,0.5464195,0.8942641,4320743,2844097,0.546419478660538,351
infinity_D06-NF-R1_5_sub.fa,nanopore_D10-NF-R1_29_sub.fa,684383,23839,0.5417976,0.24063279,0.96516716,1263171,2844097,0.5417975871833663,351
infinity_D06-NF-R1_5_sub.fa,nanopore_D10-NF-R1_bin.46.fa,1354504,32557,0.55395675,0.47625098,0.9759639,2445144,2844097,0.5539567403801167,351
infinity_D07-NF-R1_89.fa,infinity_D01-NF-R1_bin.49.fa,1938923,34083,0.852411,0.56287956,0.9824217,2274634,3444650,0.8524109812831427,351
infinity_D07-NF-R1_89.fa,infinity_D02-NF-R2_bin.198.fa,949005,98996,0.49766874,0.27550113,0.8956844,1906901,3444650,0.4976687305738473,351
infinity_D07-NF-R1_89.fa,infinity_D03-NF-R1_bin.218.fa,2617330,41837,0.804766,0.75982463,0.9840154,3252287,3444650,0.8047660000485812,351
infinity_D07-NF-R1_89.fa,infinity_D04-NF-R1_maxbin.065_sub.fa,1400444,92063,0.46631262,0.40655625,0.93426156,3003230,3444650,0.4663126034303067,351
infinity_D07-NF-R1_89.fa,infinity_D05-NF-R1_bin.159.fa,2034730,64578,0.6121151,0.5906928,0.96826214,3324097,3444650,0.6121151097576274,351
infinity_D07-NF-R1_89.fa,infinity_D06-NF-R1_5_sub.fa,2390582,39571,0.84054166,0.6939985,0.98344713,2844097,3444650,0.8405416552248394,351
infinity_D07-NF-R1_89.fa,infinity_D07-NF-R1_89.fa,3444637,0,0.99999624,0.99999624,1.0,3444650,3444650,0.9999962260316723,351
infinity_D07-NF-R1_89.fa,infinity_D08-NF-R1_bin.64.fa,1411532,137164,0.46177903,0.40977517,0.90282613,3056726,3444650,0.46177904071218684,351
infinity_D07-NF-R1_89.fa,infinity_D09-NF-R1_38.fa,2719473,44254,0.83612806,0.7894773,0.983727,3252460,3444650,0.8361280384693432,351
