genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
infinity_D01-NF-R1_95_sub.fa,179_2,0.010000000000000009,average,ANImf,179
infinity_D06-NF-R1_0_sub.fa,179_2,0.010000000000000009,average,ANImf,179
infinity_D08-NF-R1_maxbin.101.fa,179_2,0.010000000000000009,average,ANImf,179
nanopore_D06-NF-R1_bin.23.fa,179_2,0.010000000000000009,average,ANImf,179
nanopore_D08-NF-R1_maxbin.075_sub.fa,179_2,0.010000000000000009,average,ANImf,179
infinity_D01-NF-R1_82_sub.fa,180_1,0.010000000000000009,average,ANImf,180
infinity_D08-NF-R1_maxbin.048.fa,180_1,0.010000000000000009,average,ANImf,180
infinity_D09-NF-R1_maxbin.108_sub.fa,180_1,0.010000000000000009,average,ANImf,180
infinity_D10-NF-R1_48.fa,180_1,0.010000000000000009,average,ANImf,180
nanopore_D08-NF-R1_106.fa,180_1,0.010000000000000009,average,ANImf,180
nanopore_D10-NF-R1_3.fa,180_1,0.010000000000000009,average,ANImf,180
infinity_D10-NF-R1_83.fa,181_0,0.010000000000000009,average,ANImf,181
infinity_D10-NF-R1_68.fa,182_1,0.010000000000000009,average,ANImf,182
nanopore_D10-NF-R1_bin.81_sub.fa,182_1,0.010000000000000009,average,ANImf,182
infinity_D06-NF-R1_36_sub.fa,183_1,0.010000000000000009,average,ANImf,183
infinity_D10-NF-R1_109.fa,183_2,0.010000000000000009,average,ANImf,183
nanopore_D06-NF-R1_97_sub.fa,183_3,0.010000000000000009,average,ANImf,183
nanopore_D10-NF-R1_49_sub.fa,184_0,0.010000000000000009,average,ANImf,184
infinity_D09-NF-R1_112_sub.fa,185_1,0.010000000000000009,average,ANImf,185
nanopore_D04-NF-R1_bin.150.fa,185_2,0.010000000000000009,average,ANImf,185
infinity_D02-NF-R2_17.fa,186_1,0.010000000000000009,average,ANImf,186
nanopore_D02-NF-R2_47_sub.fa,186_1,0.010000000000000009,average,ANImf,186
infinity_D05-NF-R1_138.fa,187_1,0.010000000000000009,average,ANImf,187
infinity_D06-NF-R1_49.fa,187_1,0.010000000000000009,average,ANImf,187
nanopore_D05-NF-R1_55.fa,187_1,0.010000000000000009,average,ANImf,187
infinity_D07-NF-R1_42.fa,187_2,0.010000000000000009,average,ANImf,187
infinity_D01-NF-R1_maxbin.118_sub.fa,188_0,0.010000000000000009,average,ANImf,188
infinity_D01-NF-R1_21.fa,189_0,0.010000000000000009,average,ANImf,189
infinity_D09-NF-R1_55.fa,190_0,0.010000000000000009,average,ANImf,190
infinity_D06-NF-R1_maxbin.083.fa,191_0,0.010000000000000009,average,ANImf,191
infinity_D01-NF-R1_maxbin.075_sub.fa,192_1,0.010000000000000009,average,ANImf,192
infinity_D06-NF-R1_bin.67_sub.fa,192_1,0.010000000000000009,average,ANImf,192
nanopore_D01-NF-R1_bin.127.fa,192_1,0.010000000000000009,average,ANImf,192
nanopore_D06-NF-R1_37_sub.fa,192_2,0.010000000000000009,average,ANImf,192
infinity_D08-NF-R1_bin.119.fa,192_3,0.010000000000000009,average,ANImf,192
nanopore_D06-NF-R1_bin.215.fa,193_0,0.010000000000000009,average,ANImf,193
infinity_D04-NF-R1_maxbin.064_sub.fa,194_0,0.010000000000000009,average,ANImf,194
nanopore_D01-NF-R1_maxbin.025_sub.fa,195_0,0.010000000000000009,average,ANImf,195
nanopore_D04-NF-R1_0.fa,196_0,0.010000000000000009,average,ANImf,196
infinity_D05-NF-R1_bin.144.fa,197_1,0.010000000000000009,average,ANImf,197
nanopore_D05-NF-R1_bin.133.fa,197_1,0.010000000000000009,average,ANImf,197
infinity_D07-NF-R1_61.fa,197_2,0.010000000000000009,average,ANImf,197
nanopore_D07-NF-R1_54_sub.fa,197_2,0.010000000000000009,average,ANImf,197
infinity_D04-NF-R1_bin.141.fa,198_1,0.010000000000000009,average,ANImf,198
nanopore_D04-NF-R1_bin.129.fa,198_1,0.010000000000000009,average,ANImf,198
infinity_D07-NF-R1_76_sub.fa,199_0,0.010000000000000009,average,ANImf,199
infinity_D09-NF-R1_143.fa,200_1,0.010000000000000009,average,ANImf,200
nanopore_D09-NF-R1_maxbin.021.fa,200_1,0.010000000000000009,average,ANImf,200
infinity_D05-NF-R1_maxbin.024.fa,201_1,0.010000000000000009,average,ANImf,201
nanopore_D05-NF-R1_69.fa,201_1,0.010000000000000009,average,ANImf,201
infinity_D02-NF-R2_bin.25.fa,202_1,0.010000000000000009,average,ANImf,202
nanopore_D02-NF-R2_bin.174.fa,202_1,0.010000000000000009,average,ANImf,202
infinity_D05-NF-R1_maxbin.095_sub.fa,203_0,0.010000000000000009,average,ANImf,203
infinity_D01-NF-R1_bin.129.fa,204_1,0.010000000000000009,average,ANImf,204
nanopore_D05-NF-R1_maxbin.001.fa,204_2,0.010000000000000009,average,ANImf,204
infinity_D06-NF-R1_101.fa,204_3,0.010000000000000009,average,ANImf,204
infinity_D05-NF-R1_maxbin.014.fa,205_0,0.010000000000000009,average,ANImf,205
infinity_D01-NF-R1_122_sub.fa,206_0,0.010000000000000009,average,ANImf,206
infinity_D06-NF-R1_34.fa,207_1,0.010000000000000009,average,ANImf,207
nanopore_D06-NF-R1_maxbin.041.fa,207_1,0.010000000000000009,average,ANImf,207
infinity_D05-NF-R1_maxbin.070.fa,207_2,0.010000000000000009,average,ANImf,207
nanopore_D05-NF-R1_maxbin.046_sub.fa,207_2,0.010000000000000009,average,ANImf,207
infinity_D01-NF-R1_39_sub.fa,207_3,0.010000000000000009,average,ANImf,207
infinity_D07-NF-R1_maxbin.102_sub.fa,207_4,0.010000000000000009,average,ANImf,207
infinity_D09-NF-R1_104.fa,208_0,0.010000000000000009,average,ANImf,208
infinity_D04-NF-R1_bin.249.fa,209_1,0.010000000000000009,average,ANImf,209
nanopore_D04-NF-R1_13_sub.fa,209_2,0.010000000000000009,average,ANImf,209
infinity_D06-NF-R1_bin.116.fa,209_3,0.010000000000000009,average,ANImf,209
infinity_D04-NF-R1_bin.78.fa,210_0,0.010000000000000009,average,ANImf,210
infinity_D04-NF-R1_maxbin.012.fa,211_1,0.010000000000000009,average,ANImf,211
nanopore_D04-NF-R1_maxbin.006.fa,211_1,0.010000000000000009,average,ANImf,211
infinity_D04-NF-R1_maxbin.051.fa,212_1,0.010000000000000009,average,ANImf,212
nanopore_D04-NF-R1_144.fa,212_1,0.010000000000000009,average,ANImf,212
infinity_D01-NF-R1_128.fa,212_2,0.010000000000000009,average,ANImf,212
nanopore_D01-NF-R1_49.fa,212_2,0.010000000000000009,average,ANImf,212
infinity_D08-NF-R1_maxbin.092_sub.fa,213_1,0.010000000000000009,average,ANImf,213
infinity_D10-NF-R1_39.fa,213_2,0.010000000000000009,average,ANImf,213
infinity_D02-NF-R2_bin.96.fa,213_3,0.010000000000000009,average,ANImf,213
infinity_D07-NF-R1_maxbin.093_sub.fa,213_4,0.010000000000000009,average,ANImf,213
infinity_D09-NF-R1_maxbin.072.fa,214_0,0.010000000000000009,average,ANImf,214
infinity_D02-NF-R2_94.fa,215_1,0.010000000000000009,average,ANImf,215
nanopore_D02-NF-R2_128.fa,215_1,0.010000000000000009,average,ANImf,215
infinity_D03-NF-R1_maxbin.072_sub.fa,215_2,0.010000000000000009,average,ANImf,215
infinity_D04-NF-R1_bin.250_sub.fa,216_1,0.010000000000000009,average,ANImf,216
nanopore_D04-NF-R1_bin.327.fa,216_1,0.010000000000000009,average,ANImf,216
infinity_D06-NF-R1_maxbin.036.fa,217_1,0.010000000000000009,average,ANImf,217
infinity_D08-NF-R1_34.fa,217_1,0.010000000000000009,average,ANImf,217
nanopore_D06-NF-R1_maxbin.036.fa,217_1,0.010000000000000009,average,ANImf,217
nanopore_D08-NF-R1_maxbin.026.fa,217_1,0.010000000000000009,average,ANImf,217
infinity_D09-NF-R1_78_sub.fa,217_2,0.010000000000000009,average,ANImf,217
infinity_D02-NF-R2_maxbin.047_sub.fa,217_3,0.010000000000000009,average,ANImf,217
nanopore_D02-NF-R2_maxbin.027.fa,217_3,0.010000000000000009,average,ANImf,217
infinity_D01-NF-R1_bin.80.fa,217_4,0.010000000000000009,average,ANImf,217
infinity_D05-NF-R1_bin.146.fa,217_5,0.010000000000000009,average,ANImf,217
nanopore_D04-NF-R1_108_sub.fa,217_6,0.010000000000000009,average,ANImf,217
infinity_D07-NF-R1_132.fa,217_7,0.010000000000000009,average,ANImf,217
infinity_D04-NF-R1_21.fa,218_0,0.010000000000000009,average,ANImf,218
infinity_D04-NF-R1_maxbin.060.fa,219_1,0.010000000000000009,average,ANImf,219
nanopore_D04-NF-R1_maxbin.047.fa,219_1,0.010000000000000009,average,ANImf,219
infinity_D09-NF-R1_maxbin.103_sub.fa,219_2,0.010000000000000009,average,ANImf,219
infinity_D10-NF-R1_9.fa,220_0,0.010000000000000009,average,ANImf,220
infinity_D02-NF-R2_maxbin.072.fa,221_1,0.010000000000000009,average,ANImf,221
nanopore_D02-NF-R2_71.fa,221_1,0.010000000000000009,average,ANImf,221
infinity_D07-NF-R1_72.fa,221_2,0.010000000000000009,average,ANImf,221
infinity_D01-NF-R1_16.fa,222_0,0.010000000000000009,average,ANImf,222
infinity_D10-NF-R1_maxbin.033_sub.fa,223_1,0.010000000000000009,average,ANImf,223
nanopore_D10-NF-R1_bin.49.fa,223_2,0.010000000000000009,average,ANImf,223
nanopore_D02-NF-R2_bin.94.fa,223_3,0.010000000000000009,average,ANImf,223
infinity_D08-NF-R1_109_sub.fa,223_4,0.010000000000000009,average,ANImf,223
infinity_D06-NF-R1_bin.222.fa,223_5,0.010000000000000009,average,ANImf,223
nanopore_D08-NF-R1_bin.230.fa,224_0,0.010000000000000009,average,ANImf,224
infinity_D10-NF-R1_bin.115.fa,225_1,0.010000000000000009,average,ANImf,225
nanopore_D08-NF-R1_bin.93.fa,225_2,0.010000000000000009,average,ANImf,225
infinity_D10-NF-R1_23_sub.fa,226_0,0.010000000000000009,average,ANImf,226
infinity_D10-NF-R1_108.fa,227_0,0.010000000000000009,average,ANImf,227
infinity_D10-NF-R1_bin.129.fa,228_0,0.010000000000000009,average,ANImf,228
infinity_D01-NF-R1_1.fa,229_1,0.010000000000000009,average,ANImf,229
infinity_D02-NF-R2_128.fa,229_2,0.010000000000000009,average,ANImf,229
infinity_D03-NF-R1_maxbin.077_sub.fa,230_0,0.010000000000000009,average,ANImf,230
infinity_D09-NF-R1_bin.118_sub.fa,231_0,0.010000000000000009,average,ANImf,231
infinity_D04-NF-R1_bin.173.fa,232_0,0.010000000000000009,average,ANImf,232
infinity_D02-NF-R2_bin.32.fa,233_1,0.010000000000000009,average,ANImf,233
nanopore_D02-NF-R2_bin.18.fa,233_2,0.010000000000000009,average,ANImf,233
nanopore_D06-NF-R1_maxbin.048_sub.fa,233_3,0.010000000000000009,average,ANImf,233
infinity_D05-NF-R1_bin.119.fa,233_4,0.010000000000000009,average,ANImf,233
infinity_D08-NF-R1_53_sub.fa,233_5,0.010000000000000009,average,ANImf,233
infinity_D04-NF-R1_bin.19.fa,233_6,0.010000000000000009,average,ANImf,233
nanopore_D04-NF-R1_131.fa,233_6,0.010000000000000009,average,ANImf,233
infinity_D09-NF-R1_151_sub.fa,233_7,0.010000000000000009,average,ANImf,233
infinity_D02-NF-R2_109_sub.fa,234_0,0.010000000000000009,average,ANImf,234
infinity_D09-NF-R1_71.fa,235_0,0.010000000000000009,average,ANImf,235
infinity_D05-NF-R1_bin.19.fa,236_1,0.010000000000000009,average,ANImf,236
infinity_D10-NF-R1_bin.141.fa,236_2,0.010000000000000009,average,ANImf,236
nanopore_D08-NF-R1_97.fa,236_3,0.010000000000000009,average,ANImf,236
nanopore_D04-NF-R1_bin.219.fa,236_4,0.010000000000000009,average,ANImf,236
infinity_D02-NF-R2_bin.56.fa,237_0,0.010000000000000009,average,ANImf,237
infinity_D06-NF-R1_maxbin.078_sub.fa,238_0,0.010000000000000009,average,ANImf,238
infinity_D04-NF-R1_bin.203_sub.fa,239_0,0.010000000000000009,average,ANImf,239
infinity_D02-NF-R2_132.fa,240_1,0.010000000000000009,average,ANImf,240
nanopore_D02-NF-R2_55_sub.fa,240_1,0.010000000000000009,average,ANImf,240
infinity_D01-NF-R1_4.fa,240_2,0.010000000000000009,average,ANImf,240
nanopore_D01-NF-R1_72.fa,240_2,0.010000000000000009,average,ANImf,240
infinity_D05-NF-R1_33.fa,240_3,0.010000000000000009,average,ANImf,240
infinity_D07-NF-R1_1.fa,240_4,0.010000000000000009,average,ANImf,240
infinity_D09-NF-R1_100_sub.fa,240_5,0.010000000000000009,average,ANImf,240
infinity_D08-NF-R1_maxbin.038.fa,240_6,0.010000000000000009,average,ANImf,240
nanopore_D08-NF-R1_0.fa,240_6,0.010000000000000009,average,ANImf,240
infinity_D03-NF-R1_bin.140.fa,240_7,0.010000000000000009,average,ANImf,240
infinity_D04-NF-R1_bin.246.fa,240_8,0.010000000000000009,average,ANImf,240
nanopore_D04-NF-R1_129.fa,240_9,0.010000000000000009,average,ANImf,240
infinity_D04-NF-R1_90_sub.fa,241_0,0.010000000000000009,average,ANImf,241
infinity_D09-NF-R1_maxbin.086_sub.fa,242_0,0.010000000000000009,average,ANImf,242
infinity_D04-NF-R1_maxbin.115.fa,243_1,0.010000000000000009,average,ANImf,243
nanopore_D04-NF-R1_71.fa,243_1,0.010000000000000009,average,ANImf,243
infinity_D03-NF-R1_bin.174.fa,244_1,0.010000000000000009,average,ANImf,244
infinity_D04-NF-R1_153.fa,244_2,0.010000000000000009,average,ANImf,244
infinity_D08-NF-R1_76.fa,244_3,0.010000000000000009,average,ANImf,244
nanopore_D08-NF-R1_90.fa,244_3,0.010000000000000009,average,ANImf,244
infinity_D02-NF-R2_11.fa,244_4,0.010000000000000009,average,ANImf,244
nanopore_D02-NF-R2_maxbin.022.fa,244_4,0.010000000000000009,average,ANImf,244
infinity_D01-NF-R1_87.fa,244_5,0.010000000000000009,average,ANImf,244
infinity_D01-NF-R1_105.fa,245_1,0.010000000000000009,average,ANImf,245
nanopore_D01-NF-R1_57.fa,245_1,0.010000000000000009,average,ANImf,245
nanopore_D06-NF-R1_64.fa,245_2,0.010000000000000009,average,ANImf,245
nanopore_D08-NF-R1_95.fa,245_3,0.010000000000000009,average,ANImf,245
infinity_D09-NF-R1_106.fa,245_4,0.010000000000000009,average,ANImf,245
infinity_D05-NF-R1_37.fa,245_5,0.010000000000000009,average,ANImf,245
nanopore_D02-NF-R2_43.fa,245_6,0.010000000000000009,average,ANImf,245
infinity_D03-NF-R1_32.fa,245_7,0.010000000000000009,average,ANImf,245
infinity_D04-NF-R1_128.fa,245_8,0.010000000000000009,average,ANImf,245
nanopore_D04-NF-R1_2.fa,245_8,0.010000000000000009,average,ANImf,245
infinity_D07-NF-R1_108.fa,245_9,0.010000000000000009,average,ANImf,245
nanopore_D07-NF-R1_23.fa,245_9,0.010000000000000009,average,ANImf,245
infinity_D06-NF-R1_39_sub.fa,246_1,0.010000000000000009,average,ANImf,246
infinity_D08-NF-R1_maxbin.043_sub.fa,246_1,0.010000000000000009,average,ANImf,246
infinity_D10-NF-R1_100.fa,247_1,0.010000000000000009,average,ANImf,247
nanopore_D10-NF-R1_11.fa,247_1,0.010000000000000009,average,ANImf,247
infinity_D02-NF-R2_bin.65.fa,248_1,0.010000000000000009,average,ANImf,248
infinity_D03-NF-R1_42.fa,248_1,0.010000000000000009,average,ANImf,248
infinity_D09-NF-R1_6.fa,248_2,0.010000000000000009,average,ANImf,248
infinity_D10-NF-R1_82.fa,248_3,0.010000000000000009,average,ANImf,248
nanopore_D10-NF-R1_bin.44.fa,248_3,0.010000000000000009,average,ANImf,248
infinity_D04-NF-R1_30_sub.fa,248_4,0.010000000000000009,average,ANImf,248
infinity_D05-NF-R1_bin.35.fa,248_5,0.010000000000000009,average,ANImf,248
nanopore_D04-NF-R1_bin.106.fa,248_6,0.010000000000000009,average,ANImf,248
infinity_D07-NF-R1_135.fa,248_7,0.010000000000000009,average,ANImf,248
nanopore_D07-NF-R1_21.fa,248_8,0.010000000000000009,average,ANImf,248
infinity_D06-NF-R1_bin.91.fa,249_1,0.010000000000000009,average,ANImf,249
infinity_D08-NF-R1_bin.193_sub.fa,249_1,0.010000000000000009,average,ANImf,249
nanopore_D06-NF-R1_47.fa,249_1,0.010000000000000009,average,ANImf,249
infinity_D10-NF-R1_maxbin.054_sub.fa,249_2,0.010000000000000009,average,ANImf,249
infinity_D04-NF-R1_177.fa,249_3,0.010000000000000009,average,ANImf,249
nanopore_D04-NF-R1_16.fa,249_3,0.010000000000000009,average,ANImf,249
infinity_D05-NF-R1_bin.107.fa,249_4,0.010000000000000009,average,ANImf,249
infinity_D03-NF-R1_maxbin.087_sub.fa,250_0,0.010000000000000009,average,ANImf,250
infinity_D10-NF-R1_15_sub.fa,251_0,0.010000000000000009,average,ANImf,251
infinity_D05-NF-R1_bin.60.fa,252_1,0.010000000000000009,average,ANImf,252
nanopore_D05-NF-R1_23.fa,252_1,0.010000000000000009,average,ANImf,252
infinity_D01-NF-R1_2.fa,253_1,0.010000000000000009,average,ANImf,253
nanopore_D01-NF-R1_bin.46.fa,253_1,0.010000000000000009,average,ANImf,253
infinity_D02-NF-R2_21.fa,253_2,0.010000000000000009,average,ANImf,253
nanopore_D02-NF-R2_maxbin.032.fa,253_2,0.010000000000000009,average,ANImf,253
infinity_D06-NF-R1_bin.179.fa,253_3,0.010000000000000009,average,ANImf,253
infinity_D08-NF-R1_bin.59.fa,253_3,0.010000000000000009,average,ANImf,253
nanopore_D06-NF-R1_17.fa,253_3,0.010000000000000009,average,ANImf,253
nanopore_D08-NF-R1_76.fa,253_3,0.010000000000000009,average,ANImf,253
infinity_D09-NF-R1_58.fa,253_4,0.010000000000000009,average,ANImf,253
nanopore_D04-NF-R1_maxbin.107_sub.fa,254_0,0.010000000000000009,average,ANImf,254
infinity_D01-NF-R1_130.fa,255_1,0.010000000000000009,average,ANImf,255
nanopore_D01-NF-R1_33.fa,255_1,0.010000000000000009,average,ANImf,255
infinity_D07-NF-R1_bin.61.fa,256_1,0.010000000000000009,average,ANImf,256
infinity_D08-NF-R1_bin.77.fa,256_2,0.010000000000000009,average,ANImf,256
infinity_D05-NF-R1_98.fa,256_3,0.010000000000000009,average,ANImf,256
infinity_D09-NF-R1_19_sub.fa,256_4,0.010000000000000009,average,ANImf,256
infinity_D01-NF-R1_23.fa,256_5,0.010000000000000009,average,ANImf,256
infinity_D05-NF-R1_126.fa,257_0,0.010000000000000009,average,ANImf,257
infinity_D06-NF-R1_maxbin.086_sub.fa,258_0,0.010000000000000009,average,ANImf,258
infinity_D08-NF-R1_10.fa,259_1,0.010000000000000009,average,ANImf,259
nanopore_D08-NF-R1_82.fa,259_1,0.010000000000000009,average,ANImf,259
infinity_D10-NF-R1_maxbin.040.fa,259_2,0.010000000000000009,average,ANImf,259
nanopore_D10-NF-R1_74.fa,259_2,0.010000000000000009,average,ANImf,259
infinity_D09-NF-R1_maxbin.061.fa,259_3,0.010000000000000009,average,ANImf,259
nanopore_D09-NF-R1_96.fa,259_3,0.010000000000000009,average,ANImf,259
infinity_D01-NF-R1_bin.106_sub.fa,260_0,0.010000000000000009,average,ANImf,260
infinity_D05-NF-R1_bin.69.fa,261_1,0.010000000000000009,average,ANImf,261
nanopore_D05-NF-R1_51.fa,261_1,0.010000000000000009,average,ANImf,261
infinity_D06-NF-R1_103.fa,261_2,0.010000000000000009,average,ANImf,261
nanopore_D06-NF-R1_maxbin.063.fa,261_2,0.010000000000000009,average,ANImf,261
infinity_D01-NF-R1_maxbin.109_sub.fa,262_0,0.010000000000000009,average,ANImf,262
infinity_D05-NF-R1_118.fa,263_0,0.010000000000000009,average,ANImf,263
infinity_D10-NF-R1_85.fa,264_0,0.010000000000000009,average,ANImf,264
infinity_D04-NF-R1_maxbin.015.fa,265_1,0.010000000000000009,average,ANImf,265
nanopore_D04-NF-R1_42.fa,265_1,0.010000000000000009,average,ANImf,265
infinity_D03-NF-R1_maxbin.019.fa,266_1,0.010000000000000009,average,ANImf,266
nanopore_D03-NF-R1_23.fa,266_1,0.010000000000000009,average,ANImf,266
infinity_D01-NF-R1_72.fa,267_1,0.010000000000000009,average,ANImf,267
infinity_D04-NF-R1_79.fa,267_1,0.010000000000000009,average,ANImf,267
infinity_D07-NF-R1_83.fa,267_1,0.010000000000000009,average,ANImf,267
nanopore_D01-NF-R1_maxbin.007.fa,267_1,0.010000000000000009,average,ANImf,267
nanopore_D04-NF-R1_maxbin.038.fa,267_1,0.010000000000000009,average,ANImf,267
nanopore_D07-NF-R1_51.fa,267_1,0.010000000000000009,average,ANImf,267
infinity_D02-NF-R2_16.fa,268_0,0.010000000000000009,average,ANImf,268
infinity_D03-NF-R1_28.fa,269_1,0.010000000000000009,average,ANImf,269
infinity_D10-NF-R1_4.fa,269_1,0.010000000000000009,average,ANImf,269
infinity_D04-NF-R1_159.fa,270_1,0.010000000000000009,average,ANImf,270
nanopore_D04-NF-R1_maxbin.029.fa,270_1,0.010000000000000009,average,ANImf,270
infinity_D02-NF-R2_bin.176.fa,270_2,0.010000000000000009,average,ANImf,270
infinity_D06-NF-R1_14.fa,270_2,0.010000000000000009,average,ANImf,270
nanopore_D06-NF-R1_maxbin.055.fa,270_2,0.010000000000000009,average,ANImf,270
infinity_D05-NF-R1_maxbin.072.fa,270_3,0.010000000000000009,average,ANImf,270
nanopore_D05-NF-R1_3.fa,270_3,0.010000000000000009,average,ANImf,270
infinity_D01-NF-R1_109.fa,270_4,0.010000000000000009,average,ANImf,270
infinity_D07-NF-R1_bin.28.fa,270_5,0.010000000000000009,average,ANImf,270
nanopore_D07-NF-R1_101.fa,270_5,0.010000000000000009,average,ANImf,270
infinity_D09-NF-R1_31.fa,270_6,0.010000000000000009,average,ANImf,270
nanopore_D09-NF-R1_maxbin.030.fa,270_6,0.010000000000000009,average,ANImf,270
infinity_D03-NF-R1_maxbin.057.fa,270_7,0.010000000000000009,average,ANImf,270
infinity_D08-NF-R1_62.fa,270_7,0.010000000000000009,average,ANImf,270
infinity_D10-NF-R1_62.fa,270_7,0.010000000000000009,average,ANImf,270
nanopore_D03-NF-R1_4.fa,270_7,0.010000000000000009,average,ANImf,270
nanopore_D10-NF-R1_57.fa,270_7,0.010000000000000009,average,ANImf,270
nanopore_D08-NF-R1_34_sub.fa,270_8,0.010000000000000009,average,ANImf,270
infinity_D05-NF-R1_maxbin.090_sub.fa,271_1,0.010000000000000009,average,ANImf,271
nanopore_D02-NF-R2_maxbin.075.fa,271_2,0.010000000000000009,average,ANImf,271
infinity_D01-NF-R1_maxbin.078_sub.fa,272_1,0.010000000000000009,average,ANImf,272
nanopore_D01-NF-R1_23_sub.fa,272_2,0.010000000000000009,average,ANImf,272
nanopore_D02-NF-R2_maxbin.011.fa,273_1,0.010000000000000009,average,ANImf,273
nanopore_D05-NF-R1_maxbin.031.fa,273_2,0.010000000000000009,average,ANImf,273
infinity_D07-NF-R1_74.fa,273_3,0.010000000000000009,average,ANImf,273
nanopore_D07-NF-R1_31.fa,273_4,0.010000000000000009,average,ANImf,273
infinity_D05-NF-R1_bin.230.fa,273_5,0.010000000000000009,average,ANImf,273
infinity_D09-NF-R1_bin.50.fa,273_6,0.010000000000000009,average,ANImf,273
nanopore_D09-NF-R1_105.fa,273_7,0.010000000000000009,average,ANImf,273
infinity_D08-NF-R1_maxbin.041.fa,273_8,0.010000000000000009,average,ANImf,273
nanopore_D08-NF-R1_bin.91.fa,273_8,0.010000000000000009,average,ANImf,273
infinity_D06-NF-R1_2.fa,273_9,0.010000000000000009,average,ANImf,273
infinity_D03-NF-R1_maxbin.034.fa,273_10,0.010000000000000009,average,ANImf,273
nanopore_D03-NF-R1_20.fa,273_11,0.010000000000000009,average,ANImf,273
infinity_D01-NF-R1_57.fa,273_12,0.010000000000000009,average,ANImf,273
nanopore_D01-NF-R1_maxbin.026.fa,273_13,0.010000000000000009,average,ANImf,273
nanopore_D05-NF-R1_42_sub.fa,273_14,0.010000000000000009,average,ANImf,273
infinity_D02-NF-R2_maxbin.052.fa,273_15,0.010000000000000009,average,ANImf,273
nanopore_D06-NF-R1_105.fa,273_16,0.010000000000000009,average,ANImf,273
nanopore_D02-NF-R2_bin.74_sub.fa,274_0,0.010000000000000009,average,ANImf,274
infinity_D05-NF-R1_bin.138.fa,275_0,0.010000000000000009,average,ANImf,275
infinity_D02-NF-R2_maxbin.077.fa,276_1,0.010000000000000009,average,ANImf,276
nanopore_D02-NF-R2_7_sub.fa,276_2,0.010000000000000009,average,ANImf,276
nanopore_D04-NF-R1_120_sub.fa,276_3,0.010000000000000009,average,ANImf,276
infinity_D04-NF-R1_bin.157.fa,276_4,0.010000000000000009,average,ANImf,276
nanopore_D04-NF-R1_bin.335.fa,276_5,0.010000000000000009,average,ANImf,276
infinity_D07-NF-R1_111.fa,276_6,0.010000000000000009,average,ANImf,276
nanopore_D07-NF-R1_maxbin.041_sub.fa,276_7,0.010000000000000009,average,ANImf,276
infinity_D06-NF-R1_17.fa,276_8,0.010000000000000009,average,ANImf,276
nanopore_D06-NF-R1_75.fa,276_8,0.010000000000000009,average,ANImf,276
infinity_D05-NF-R1_bin.143.fa,276_9,0.010000000000000009,average,ANImf,276
nanopore_D05-NF-R1_60.fa,276_9,0.010000000000000009,average,ANImf,276
infinity_D09-NF-R1_maxbin.075_sub.fa,276_10,0.010000000000000009,average,ANImf,276
infinity_D08-NF-R1_maxbin.093_sub.fa,276_11,0.010000000000000009,average,ANImf,276
nanopore_D08-NF-R1_bin.200.fa,276_12,0.010000000000000009,average,ANImf,276
nanopore_D09-NF-R1_bin.93.fa,276_13,0.010000000000000009,average,ANImf,276
infinity_D08-NF-R1_46.fa,277_1,0.010000000000000009,average,ANImf,277
nanopore_D08-NF-R1_50.fa,277_1,0.010000000000000009,average,ANImf,277
infinity_D10-NF-R1_bin.117.fa,277_2,0.010000000000000009,average,ANImf,277
nanopore_D10-NF-R1_0.fa,277_2,0.010000000000000009,average,ANImf,277
infinity_D01-NF-R1_bin.57.fa,277_3,0.010000000000000009,average,ANImf,277
infinity_D03-NF-R1_135.fa,277_4,0.010000000000000009,average,ANImf,277
infinity_D09-NF-R1_37.fa,277_5,0.010000000000000009,average,ANImf,277
infinity_D01-NF-R1_maxbin.083_sub.fa,278_0,0.010000000000000009,average,ANImf,278
infinity_D03-NF-R1_bin.192.fa,279_1,0.010000000000000009,average,ANImf,279
infinity_D07-NF-R1_78.fa,279_2,0.010000000000000009,average,ANImf,279
infinity_D04-NF-R1_134_sub.fa,279_3,0.010000000000000009,average,ANImf,279
infinity_D03-NF-R1_bin.111.fa,280_1,0.010000000000000009,average,ANImf,280
nanopore_D03-NF-R1_52.fa,280_1,0.010000000000000009,average,ANImf,280
infinity_D09-NF-R1_49.fa,280_2,0.010000000000000009,average,ANImf,280
nanopore_D09-NF-R1_49.fa,280_2,0.010000000000000009,average,ANImf,280
infinity_D02-NF-R2_113.fa,280_3,0.010000000000000009,average,ANImf,280
infinity_D08-NF-R1_59.fa,280_3,0.010000000000000009,average,ANImf,280
nanopore_D08-NF-R1_bin.222.fa,280_3,0.010000000000000009,average,ANImf,280
nanopore_D02-NF-R2_maxbin.066_sub.fa,280_4,0.010000000000000009,average,ANImf,280
infinity_D07-NF-R1_maxbin.076_sub.fa,280_5,0.010000000000000009,average,ANImf,280
infinity_D08-NF-R1_84.fa,281_1,0.010000000000000009,average,ANImf,281
nanopore_D08-NF-R1_60.fa,281_1,0.010000000000000009,average,ANImf,281
infinity_D03-NF-R1_113.fa,281_2,0.010000000000000009,average,ANImf,281
infinity_D02-NF-R2_maxbin.006_sub.fa,281_3,0.010000000000000009,average,ANImf,281
nanopore_D02-NF-R2_bin.81.fa,281_3,0.010000000000000009,average,ANImf,281
